"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.4.5.2","","","","","","","3","statements POACHED through SCRAMBLED, or just the two statements"
"1.4.5.2","","","","","","","4","FRIED through SCRAMBLED.  The group from CEREAL through BEVERAGE"
"1.4.5.2","","","","","","","5","consists of four statements, and the group from EGGS through"
"1.4.5.2","","","","","","","6","CEREAL has seven statements (EGGS, POACHED, FRIED, SCRAMBLED,"
"1.4.5.2","","","","","","","7","CEREAL, WHEATIES, and GRANOLA).  Remember that the group is made"
"1.4.5.2","","","","","","","8","up of the entire branches.  The large group from BREAKFAST"
"1.4.5.2","","","","","","","9","through LUNCH consists of all the statements (11 total).  Study"
"1.4.5.2","","","","","","","10","these examples carefully, and then go on."
"1.4.5.2.1","4e2a","0148","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","5","1","",""
"1.4.5.2.1","","","","","","","1","BREAKFAST"
"1.4.5.2.1.1","4e2a1","0149","THOM","Thu 20 Dec 1979 02:05:36 GMT+00:00","6","1","",""
"1.4.5.2.1.1","","","","","","","1","EGGS"
"1.4.5.2.1.1.1","4e2a1a","0150","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","7","1","",""
"1.4.5.2.1.1.1","","","","","","","1","POACHED"
"1.4.5.2.1.1.2","4e2a1b","0151","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","7","1","",""
"1.4.5.2.1.1.2","","","","","","","1","FRIED"
"1.4.5.2.1.1.3","4e2a1c","0152","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","7","1","",""
"1.4.5.2.1.1.3","","","","","","","1","SCRAMBLED"
"1.4.5.2.1.2","4e2a2","0153","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","6","1","",""
"1.4.5.2.1.2","","","","","","","1","CEREAL"
"1.4.5.2.1.2.1","4e2a2a","0154","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","7","1","",""
"1.4.5.2.1.2.1","","","","","","","1","WHEATIES"
"1.4.5.2.1.2.2","4e2a2b","0155","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","7","1","",""
"1.4.5.2.1.2.2","","","","","","","1","GRANOLA"
"1.4.5.2.1.3","4e2a3","0158","THOM","Thu 20 Dec 1979 02:06:03 GMT+00:00","6","1","",""
"1.4.5.2.1.3","","","","","","","1","BEVERAGE"
"1.4.5.2.2","4e2b","0156","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","5","1","",""
"1.4.5.2.2","","","","","","","1","LUNCH"
"1.4.5.2.2.1","4e2b1","0157","THOM","Thu 20 Dec 1979 02:05:35 GMT+00:00","6","1","",""
"1.4.5.2.2.1","","","","","","","1","NO LUNCH - YOU'RE ON A DIET!"
"1.4.5.3","4e3","0159","ROSE","Thu 8 Jan 1981 00:41:07 GMT+00:00","4","10","",""
"1.4.5.3","","","","","","","1","Two marks will be needed to identify a group, and the statements"
"1.4.5.3","","","","","","","2","marked must be at the same level and under a common statement."
"1.4.5.3","","","","","","","3","The actual group is all the statements between and including"
"1.4.5.3","","","","","","","4","these two marked statements, and all of the statements under any"
"1.4.5.3","","","","","","","5","of them.  In our example of an online book, chapters 3, 4, and 5"
"1.4.5.3","","","","","","","6","would make a group.  This group would consist of the chapter"
"1.4.5.3","","","","","","","7","headings for all three of those chapters, as well as the"
"1.4.5.3","","","","","","","8","complete contents of the chapters.  Smaller groups can consist"
"1.4.5.3","","","","","","","9","of sets of sections of a given chapter, or of a set of one or"
"1.4.5.3","","","","","","","10","more paragraphs in a row, all at the same level."
"1.4.5.4","4e4","0160","ROSE","Thu 8 Jan 1981 00:41:11 GMT+00:00","4","3","",""
"1.4.5.4","","","","","","","1","To continue with the tree analogy, the deletion of a group would"
"1.4.5.4","","","","","","","2","be similar to cutting off a set of consecutive sublimbs from a"
"1.4.5.4","","","","","","","3","given limb."
"1.4.5.5","4e5","0161","ROSE","Mon 12 Jan 1981 07:41:05 GMT+00:00","4","7","",""
"1.4.5.5","","","","","","","1","Go back to one of the menus in this file (you might try to get"
"1.4.5.5","","","","","","","2","there using the &quot;Jump (to) Return&quot; command -- remember"
"1.4.5.5","","","","","","","3","it?), and try out various of the usual editing commands on"
"1.4.5.5","","","","","","","4","Groups -- Delete Group, Move Group, Replace Group, etc. -- and"
"1.4.5.5","","","","","","","5","then come back here.  Remember that a group is like text in that"
"1.4.5.5","","","","","","","6","two marks are needed to identify it -- you must identify both"
"1.4.5.5","","","","","","","7","the beginning and the end of the group."
"1.4.6","4f","0162","ROSE","Sat 10 Jan 1981 00:34:20 GMT+00:00","3","1","",""
"1.4.6","","","","","","","1","The plex"
"1.4.6.1","4f1","0163","ROSE","Mon 12 Jan 1981 07:41:14 GMT+00:00","4","13","",""
"1.4.6.1","","","","","","","1","This section can safely be skipped (by jumping to the successor"
"1.4.6.1","","","","","","","2","of &quot;The plex&quot;, above), but for intermediate and"
"1.4.6.1","","","","","","","3","advanced users, the concept of a plex can be extremely powerful."
"1.4.6.1","","","","","","","4","It is quite easy to state what a plex is -- it is simply the"
"1.4.6.1","","","","","","","5","largest possible group containing a given statement.  It"
"1.4.6.1","","","","","","","6","requires only one mark, and this mark identifies all of the"
"1.4.6.1","","","","","","","7","statements at the same level as the marked statement, together"
"1.4.6.1","","","","","","","8","with all of the substructure below them.  The idea is extremely"
"1.4.6.1","","","","","","","9","useful for large sections of a file that are too big to fit on"
"1.4.6.1","","","","","","","10","one screen -- you could call it a group, but it is inconvenient"
"1.4.6.1","","","","","","","11","(or impossible!) to mark both ends of it.  Go back to one of the"
"1.4.6.1","","","","","","","12","menu files, and try out some of the editing commands using the"
"1.4.6.1","","","","","","","13","Plex noun."
"1.4.6.2","4f2","0166","ROSE","Sat 10 Jan 1981 00:34:56 GMT+00:00","4","7","",""
"1.4.6.2","","","","","","","1","As was the case with Branches and Groups, plexes can come in all"
"1.4.6.2","","","","","","","2","different sizes.  The plex gotten by pointing to statement 1"
"1.4.6.2","","","","","","","3","includes the entire file except the origin statement.  The plex"
"1.4.6.2","","","","","","","4","at 1b1  would consist of all statements with numbers beginning"
"1.4.6.2","","","","","","","5","with &quot;1b&quot;, and having at least one more number in"
"1.4.6.2","","","","","","","6","them.  Possible statement numbers belonging to the plex at 1b1"
"1.4.6.2","","","","","","","7","might include:  1b1c, 1b12, 1b1c12w, 1b5a, and so on."
"1.4.6.3","4f3","0222","ROSE","Mon 12 Jan 1981 07:41:26 GMT+00:00","4","5","",""
"1.4.6.3","","","","","","","1","Again, considering the analogy of an AUGMENT file with a tree,"
"1.4.6.3","","","","","","","2","deleting a plex is the same as stripping off all the branches"
"1.4.6.3","","","","","","","3","connected to a given branch.  If you use the Delete Plex"
"1.4.6.3","","","","","","","4","command, you point to any of those branches that are to be"
"1.4.6.3","","","","","","","5","deleted."
"1.4.7","4g","0164","THOM","Thu 20 Dec 1979 02:13:17 GMT+00:00","3","1","",""
"1.4.7","","","","","","","1","Editing using addresses"
"1.4.7.1","4g1","0165","ROSE","Mon 12 Jan 1981 07:41:23 GMT+00:00","4","15","",""
"1.4.7.1","","","","","","","1","Up to now, the only method we have used to point to statements"
"1.4.7.1","","","","","","","2","for the purposes of inserting new statements or deleting old"
"1.4.7.1","","","","","","","3","ones is the MARK.  If the statement is visible on the screen,"
"1.4.7.1","","","","","","","4","this is by far the easiest way to do it, but often the chunk of"
"1.4.7.1","","","","","","","5","textual information you are interested in is far bigger than"
"1.4.7.1","","","","","","","6","what would fit on a screen (imagine an entire group of chapters"
"1.4.7.1","","","","","","","7","of a book, for example).  You may have noticed that after you"
"1.4.7.1","","","","","","","8","type &quot;is&quot; for &quot;Insert Statement&quot;, the prompt"
"1.4.7.1","","","","","","","9","is &quot;M/A:&quot;, where &quot;M&quot; meant &quot;mark&quot;."
"1.4.7.1","","","","","","","10","The &quot;A&quot; means that you can alternatively type in an"
"1.4.7.1","","","","","","","11","address.  An address can be many things, but for now, you can"
"1.4.7.1","","","","","","","12","think of it simply as a statement number.  When you need to"
"1.4.7.1","","","","","","","13","identify a statement and you are presented with the"
"1.4.7.1","","","","","","","14","&quot;M/A:&quot; prompt, you may either mark the appropriate"
"1.4.7.1","","","","","","","15","statement, or type the address followed by <OK>."
"1.4.7.2","4g2","0167","ROSE","Thu 8 Jan 1981 00:42:33 GMT+00:00","4","11","",""
"1.4.7.2","","","","","","","1","Jump to this statement, turn on the statement numbers, and take"
"1.4.7.2","","","","","","","2","a look at the menu below.  If you haven't made any major changes"
"1.4.7.2","","","","","","","3","to this file, BREAKFAST should be numbered 4G2A.  Try inserting"
"1.4.7.2","","","","","","","4","a new beverage (statement) to follow 4G2A3, and do it without"
"1.4.7.2","","","","","","","5","using a MARK.  (You don't need to worry about capitalizing the"
"1.4.7.2","","","","","","","6","&quot;G&quot; and &quot;A&quot; in the address.)  Try deleting"
"1.4.7.2","","","","","","","7","the group from EGGS to CEREAL as follows:  MARK the EGGS"
"1.4.7.2","","","","","","","8","statement, and give the address of CEREAL (4G2A2).  Notice that"
"1.4.7.2","","","","","","","9","you can mix up addresses and marks in any way.  Whenever an"
"1.4.7.2","","","","","","","10","&quot;A&quot; appears in a prompt, you can give the address as"
"1.4.7.2","","","","","","","11","well as mark the statement."
"1.4.7.2.1","4g2a","0168","THOM","Thu 20 Dec 1979 02:20:46 GMT+00:00","5","1","",""
"1.4.7.2.1","","","","","","","1","BREAKFAST"
"1.4.7.2.1.1","4g2a1","0169","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","6","1","",""
"1.4.7.2.1.1","","","","","","","1","EGGS"
"1.4.7.2.1.1.1","4g2a1a","0170","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","7","1","",""
"1.4.7.2.1.1.1","","","","","","","1","POACHED"
"1.4.7.2.1.1.2","4g2a1b","0171","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","7","1","",""
"1.4.7.2.1.1.2","","","","","","","1","SCRAMBLED"
"1.4.7.2.1.1.3","4g2a1c","0172","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","7","1","",""
"1.4.7.2.1.1.3","","","","","","","1","FRIED"
"1.4.7.2.1.2","4g2a2","0173","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","6","1","",""
"1.4.7.2.1.2","","","","","","","1","CEREAL"
"1.4.7.2.1.2.1","4g2a2a","0174","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","7","1","",""
"1.4.7.2.1.2.1","","","","","","","1","WHEATIES"
"1.4.7.2.1.2.2","4g2a2b","0175","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","7","1","",""
"1.4.7.2.1.2.2","","","","","","","1","GRANOLA"
"1.4.7.2.1.3","4g2a3","0176","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","6","1","",""
"1.4.7.2.1.3","","","","","","","1","BEVERAGE"
"1.4.7.2.1.3.1","4g2a3a","0177","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","7","1","",""
"1.4.7.2.1.3.1","","","","","","","1","COFFEE"
"1.4.7.2.1.3.2","4g2a3b","0178","THOM","Thu 20 Dec 1979 02:21:00 GMT+00:00","7","1","",""
"1.4.7.2.1.3.2","","","","","","","1","MILK"
"1.4.7.3","4g3","0179","ROSE","Thu 8 Jan 1981 00:42:49 GMT+00:00","4","7","",""
"1.4.7.3","","","","","","","1","This form of identifying statements and groups of statements is"
"1.4.7.3","","","","","","","2","extremely useful when you are editing a large file.  Typically,"
"1.4.7.3","","","","","","","3","you will have a listing of the file printed out (with the"
"1.4.7.3","","","","","","","4","statement numbers on), and you will mark up the paper with"
"1.4.7.3","","","","","","","5","edits.  You can then move around large chunks of the file"
"1.4.7.3","","","","","","","6","without having them on the screen.  It's a good thing, too;"
"1.4.7.3","","","","","","","7","suppose you had to move statement 1 to follow statement 100!"
"1.5","5","07","THOM","Thu 7 Aug 1980 06:01:20 GMT+00:00","2","1","",""
"1.5","","","","","","","1","Getting help"
"1.5.1","5a","0199","ROSE","Thu 8 Jan 1981 00:42:52 GMT+00:00","3","1","",""
"1.5.1","","","","","","","1","Question mark"
"1.5.1.1","5a1","0202","ROSE","Mon 12 Jan 1981 07:41:33 GMT+00:00","4","11","",""
"1.5.1.1","","","","","","","1","At any point in any command, except when you are typing text,"
"1.5.1.1","","","","","","","2","you may type a question mark.  Do so now, and after you take a"
"1.5.1.1","","","","","","","3","look, type a command delete.  What you saw was a listing of all"
"1.5.1.1","","","","","","","4","the possible command words that you could have typed at that"
"1.5.1.1","","","","","","","5","time.  Many of them were probably familiar to you, and probably"
"1.5.1.1","","","","","","","6","quite a few of them you have never heard of.  Some of the"
"1.5.1.1","","","","","","","7","possibilities had <> in front of them -- this means that you"
"1.5.1.1","","","","","","","8","must first type a space before beginning the command.  The"
"1.5.1.1","","","","","","","9","question mark feature is very useful if you remember that there"
"1.5.1.1","","","","","","","10","is a command to do such and such but you don't remember the"
"1.5.1.1","","","","","","","11","exact command word."
"1.5.1.2","5a2","0203","ROSE","Mon 12 Jan 1981 07:41:37 GMT+00:00","4","13","",""
"1.5.1.2","","","","","","","1","Now type &quot;j&quot; (for &quot;Jump&quot;), and then type a"
"1.5.1.2","","","","","","","2","question mark.  What will appear on the screen is a list of all"
"1.5.1.2","","","","","","","3","the possible things to which you can jump.  There is no need to"
"1.5.1.2","","","","","","","4","type a command delete after typing the question mark -- you can"
"1.5.1.2","","","","","","","5","continue with the command as if nothing had happened.  Suppose"
"1.5.1.2","","","","","","","6","that you had forgotten the name &quot;Link&quot;.  You know that"
"1.5.1.2","","","","","","","7","you want to move somewhere in the file, so you know that the"
"1.5.1.2","","","","","","","8","command should begin with &quot;Jump&quot;, so you type"
"1.5.1.2","","","","","","","9","&quot;j&quot;.  Then you type a question mark, and as soon as"
"1.5.1.2","","","","","","","10","the word &quot;Link&quot; appears on the screen, you say to"
"1.5.1.2","","","","","","","11","yourself, &quot;Oh yes -- that's it&quot;, and type"
"1.5.1.2","","","","","","","12","&quot;l&quot;.  The command can then be completed as if the"
"1.5.1.2","","","","","","","13","question mark had never been typed."
"1.5.1.3","5a3","0204","RVR","Mon 15 Nov 1982 06:44:54 GMT+00:00","4","13","",""
"1.5.1.3","","","","","","","1","The question mark is extremely useful as a quick reminder, when"
"1.5.1.3","","","","","","","2","you already know how the command works but have forgotten the"
"1.5.1.3","","","","","","","3","exact command word.  The question mark can also be useful to you"
"1.5.1.3","","","","","","","4","later for learning new commands.  Suppose that you want to sort"
"1.5.1.3","","","","","","","5","something, and you have heard somewhere that there is a way to"
"1.5.1.3","","","","","","","6","do so using AUGMENT.  Type a question mark, looking for likely"
"1.5.1.3","","","","","","","7","candidates, and sure enough, there is a Sort command listed."
"1.5.1.3","","","","","","","8","After you type &quot;s&quot;, the word &quot;Sort&quot; appears"
"1.5.1.3","","","","","","","9","in your command window, and there is another &quot;C:&quot;"
"1.5.1.3","","","","","","","10","prompt.  Another question mark will show you the kinds of things"
"1.5.1.3","","","","","","","11","you can sort.  When you get experienced with AUGMENT, you can"
"1.5.1.3","","","","","","","12","often learn enough by this method to learn to do completely new"
"1.5.1.3","","","","","","","13","tasks."
"1.5.1.4","5a4","0205","THOM","Thu 20 Dec 1979 02:33:00 GMT+00:00","4","6","",""
"1.5.1.4","","","","","","","1","At this point, it should be mentioned that the fastest way to"
"1.5.1.4","","","","","","","2","learn new things is to make mistakes.  The faster you can make"
"1.5.1.4","","","","","","","3","all your mistakes, the faster you will learn.  If you are"
"1.5.1.4","","","","","","","4","experimenting with a new command, be sure to Update your file"
"1.5.1.4","","","","","","","5","first, and then no matter what you do, you can return to the"
"1.5.1.4","","","","","","","6","previous state using the Delete Modifications command."
"1.5.2","5b","0200","THOM","Thu 20 Dec 1979 02:27:59 GMT+00:00","3","1","",""
"1.5.2","","","","","","","1","Help"
"1.5.2.1","5b1","0206","ROSE","Sat 10 Jan 1981 00:35:50 GMT+00:00","4","5","",""
"1.5.2.1","","","","","","","1","Question mark, as described above, can be used throughout"
"1.5.2.1","","","","","","","2","AUGMENT, even in subsystems that you have never heard of."
"1.5.2.1","","","","","","","3","Unfortunately, it only gives you information about the syntax of"
"1.5.2.1","","","","","","","4","the command -- that is, it only tells you valid command words"
"1.5.2.1","","","","","","","5","that can be typed -- it does not tell you at all how they work."
"1.5.2.2","5b2","0207","ROSE","Mon 12 Jan 1981 07:41:44 GMT+00:00","4","14","",""
"1.5.2.2","","","","","","","1","There is a very large set of files online, called &quot;Help"
"1.5.2.2","","","","","","","2","files&quot;, which contain information about how all the"
"1.5.2.2","","","","","","","3","features of AUGMENT work.  These files can be accessed at any"
"1.5.2.2","","","","","","","4","point by typing &quot;h&quot; for the universal Help command."
"1.5.2.2","","","","","","","5","Before you type it, remember that to exit, you need only type a"
"1.5.2.2","","","","","","","6","command delete, and you will be right back where you started."
"1.5.2.2","","","","","","","7","To use the command, type &quot;h&quot; followed by a word or"
"1.5.2.2","","","","","","","8","phrase about which you want help.  For example, if you wish to"
"1.5.2.2","","","","","","","9","find out the details about how to sort, type"
"1.5.2.2","","","","","","","10","&quot;hsort<OK>&quot;.  If you do not get the response you need,"
"1.5.2.2","","","","","","","11","try typing in a synonym for the word.  The writers of the Help"
"1.5.2.2","","","","","","","12","files have tried to guess what people might ask about, but they"
"1.5.2.2","","","","","","","13","are only human.  Go ahead now, and type &quot;hsort<OK>&quot;,"
"1.5.2.2","","","","","","","14","take a look at what you see, and then type a command delete."
"1.5.2.3","5b3","0208","RVR","Mon 15 Nov 1982 06:58:51 GMT+00:00","4","10","",""
"1.5.2.3","","","","","","","1","You probably got a short description of the Sort command,"
"1.5.2.3","","","","","","","2","followed by a &quot;menu&quot; that was made up of two numbered"
"1.5.2.3","","","","","","","3","statements.  To get more detailed information (suppose you"
"1.5.2.3","","","","","","","4","wished to find out about &quot;sorttypes&quot;, for example),"
"1.5.2.3","","","","","","","5","you would simply type &quot;1&quot;, followed by <OK>.  You also"
"1.5.2.3","","","","","","","6","have the option of typing another word for help on it (as if you"
"1.5.2.3","","","","","","","7","were starting the command anew).  For example, suppose you read"
"1.5.2.3","","","","","","","8","the description of Sort, and wonder what the word STRUCTURE"
"1.5.2.3","","","","","","","9","means.  Simply type &quot;structure<OK>&quot;, and you will get"
"1.5.2.3","","","","","","","10","help on that."
"1.5.2.4","5b4","0209","ROSE","Sat 10 Jan 1981 00:36:09 GMT+00:00","4","6","",""
"1.5.2.4","","","","","","","1","The information in the Help files can be quite terse, so you may"
"1.5.2.4","","","","","","","2","need to reread the description a few times before you understand"
"1.5.2.4","","","","","","","3","it, but it is probably the most complete documentation of the"
"1.5.2.4","","","","","","","4","system available.  The Help command is actually quite powerful,"
"1.5.2.4","","","","","","","5","but you can find out how it works by asking for help about Help"
"1.5.2.4","","","","","","","6","(type &quot;hhelp<OK>&quot; and continue from there)."
"1.5.3","5c","0201","ROSE","Thu 8 Jan 1981 00:45:36 GMT+00:00","3","1","",""
"1.5.3","","","","","","","1","Online documentation"
"1.5.3.1","5c1","0210","ROSE","Mon 12 Jan 1981 07:41:58 GMT+00:00","4","8","",""
"1.5.3.1","","","","","","","1","In addition to the Help files, there are online versions of many"
"1.5.3.1","","","","","","","2","of the documents about the system that are usually distributed"
"1.5.3.1","","","","","","","3","in printed form.  These include the AUGMENT textbook, short"
"1.5.3.1","","","","","","","4","tutorials on how to use various of the specialized subsystems,"
"1.5.3.1","","","","","","","5","and many other things including such esoteric documents as"
"1.5.3.1","","","","","","","6","programmer's documentation on how to write your own system code."
"1.5.3.1","","","","","","","7","Most of the relevant information is stored in a directory named"
"1.5.3.1","","","","","","","8","USERGUIDES."
"1.5.3.2","5c2","0211","ROSE","Sat 10 Jan 1981 00:36:22 GMT+00:00","4","5","",""
"1.5.3.2","","","","","","","1","At this point, it is probably a good idea to talk about how you"
"1.5.3.2","","","","","","","2","can look at files in a different directory other than your own."
"1.5.3.2","","","","","","","3","Up to now, whenever you have typed a file name (to Jump (to)"
"1.5.3.2","","","","","","","4","Link to), the computer has assumed that you own the file, that"
"1.5.3.2","","","","","","","5","is, that the file is in your directory."
"1.5.3.3","5c3","0212","ROSE","Fri 9 Jan 1981 06:23:41 GMT+00:00","4","12","",""
"1.5.3.3","","","","","","","1","You are not the only person using the computer.  Twenty or"
"1.5.3.3","","","","","","","2","thirty other people may be using the machine at the same time,"
"1.5.3.3","","","","","","","3","and when you first &quot;logged into&quot; the system, you told"
"1.5.3.3","","","","","","","4","it your name, and gave it a secret password to let the machine"
"1.5.3.3","","","","","","","5","know that you are in fact you.  For the purposes of the rest of"
"1.5.3.3","","","","","","","6","this discussion, suppose that when you logged in, you used the"
"1.5.3.3","","","","","","","7","name SMITH.  This means that you have logged into the SMITH"
"1.5.3.3","","","","","","","8","directory.  Other people may have logged into the JONES"
"1.5.3.3","","","","","","","9","directory or the DAVIS directory.  One way to think of your"
"1.5.3.3","","","","","","","10","directory is as a filing cabinet, with the files in it being the"
"1.5.3.3","","","","","","","11","folders in your cabinet.  Inserting text into a file is like"
"1.5.3.3","","","","","","","12","adding information to the appropriate folder."
"1.5.3.4","5c4","0213","ROSE","Sat 10 Jan 1981 00:36:48 GMT+00:00","4","12","",""
"1.5.3.4","","","","","","","1","The nice thing is that both you (SMITH) and JONES can have a"
"1.5.3.4","","","","","","","2","file with the same name (both of you, for example, can have a"
"1.5.3.4","","","","","","","3","file named CALENDAR or PERSONNEL or LETTER).  The computer knows"
"1.5.3.4","","","","","","","4","that your calendar is different from JONES' calendar; it knows"
"1.5.3.4","","","","","","","5","that when you are logged in, you want to look at the SMITH"
"1.5.3.4","","","","","","","6","calendar, and when JONES is logged in, she wants to look at the"
"1.5.3.4","","","","","","","7","JONES calendar.  It may be, however, that you may want to look"
"1.5.3.4","","","","","","","8","at the JONES calendar.  How do you do this?  If you type"
"1.5.3.4","","","","","","","9","&quot;Jump (to) Link calendar,<OK>&quot;, you will get to your"
"1.5.3.4","","","","","","","10","own.  The solution is to type &quot;Jump (to) Link"
"1.5.3.4","","","","","","","11","jones,calendar,<OK>&quot;.  (Note that there is still a comma"
"1.5.3.4","","","","","","","12","after &quot;calendar&quot;, the file name)."
"1.5.3.5","5c5","0214","ROSE","Fri 9 Jan 1981 06:24:00 GMT+00:00","4","6","",""
"1.5.3.5","","","","","","","1","Of course, JONES may have set her file to be secret from you, in"
"1.5.3.5","","","","","","","2","which case you would get some kind of error message when you try"
"1.5.3.5","","","","","","","3","to do this, but if not, her file named CALENDAR would appear on"
"1.5.3.5","","","","","","","4","your screen.  Later, in TUTOR4, you will learn a little more"
"1.5.3.5","","","","","","","5","about file protection, and how to protect your files from other"
"1.5.3.5","","","","","","","6","users, or to make them so that other users can write on them."
"1.5.3.6","5c6","0219","ROSE","Mon 12 Jan 1981 07:51:10 GMT+00:00","4","8","",""
"1.5.3.6","","","","","","","1","Anyway, suppose you wanted to look at the file named LOCATOR in"
"1.5.3.6","","","","","","","2","the USERGUIDES directory.  To look at it, you could use the"
"1.5.3.6","","","","","","","3","command &quot;Jump (to) Link userguides,locator,<OK>&quot;;"
"1.5.3.6","","","","","","","4","however, there is another AUGMENT command that does this for"
"1.5.3.6","","","","","","","5","you.  You just type &quot;Jump (to) Locator <OK>&quot;."
"1.5.3.6","","","","","","","6","Remember to type a space before the command word"
"1.5.3.6","","","","","","","7","&quot;Locator&quot;, or AUGMENT will think you mean &quot;Jump"
"1.5.3.6","","","","","","","8","(to) Link&quot;.  Don't do this now."
"1.5.3.7","5c7","0220","RVR","Mon 15 Nov 1982 06:20:26 GMT+00:00","4","9","",""
"1.5.3.7","","","","","","","1","There is a command to find out the names of the files in another"
"1.5.3.7","","","","","","","2","directory.  It is the Show Directory command.  Since"
"1.5.3.7","","","","","","","3","&quot;s&quot; will get you &quot;Sort&quot; type"
"1.5.3.7","","","","","","","4","<SP>&quot;sh&quot; to get &quot;Show&quot;, and then"
"1.5.3.7","","","","","","","5","&quot;d&quot; for &quot;Directory&quot;, followed by the name of"
"1.5.3.7","","","","","","","6","the directory you wish to see.  If you then type two <OK>s, a"
"1.5.3.7","","","","","","","7","list of all the files (that you are allowed to see) appears on"
"1.5.3.7","","","","","","","8","your screen.  When the screen fills up, simply type <OK> to see"
"1.5.3.7","","","","","","","9","another screenful."
"1.5.3.8","5c8","0251","ROSE","Sat 10 Jan 1981 00:37:01 GMT+00:00","4","4","",""
"1.5.3.8","","","","","","","1","Another shortcut -- if you want to see the files in your own"
"1.5.3.8","","","","","","","2","directory, you do not need to type your own directory name --"
"1.5.3.8","","","","","","","3","simply type <OK> when you are asked for the name of the"
"1.5.3.8","","","","","","","4","directory."
"1.5.3.9","5c9","0221","ROSE","Sat 10 Jan 1981 00:37:50 GMT+00:00","4","12","",""
"1.5.3.9","","","","","","","1","You can learn a lot by exploring the files in the USERGUIDES"
"1.5.3.9","","","","","","","2","directory, but we recommend that you do so not by jumping to the"
"1.5.3.9","","","","","","","3","files directly, but rather by getting to them through the file"
"1.5.3.9","","","","","","","4","named LOCATOR, which contains pointers to much more online"
"1.5.3.9","","","","","","","5","information.  Type the &quot;Jump (to) Locator&quot; command and"
"1.5.3.9","","","","","","","6","look around now if you wish.  There are instructions for using"
"1.5.3.9","","","","","","","7","it at the beginning.  If you want to jump to the files directly"
"1.5.3.9","","","","","","","8","to practice using links to files in other directories, you can"
"1.5.3.9","","","","","","","9","do that, too.  If you have trouble, you should perhaps read the"
"1.5.3.9","","","","","","","10","section (in this file) about advanced links, and then try again."
"1.5.3.9","","","","","","","11","When you are tired of looking at the USERGUIDES files, use the"
"1.5.3.9","","","","","","","12","Jump (to) Return File command to come back here."
"1.5.4","5d","0489","ROSE","Fri 16 Jan 1981 07:38:41 GMT+00:00","3","1","",""
"1.5.4","","","","","","","1","Feedback"
"1.5.4.1","5d1","0490","WBD","Sat 9 Jul 1988 00:21:20 GMT+00:00","4","11","",""
"1.5.4.1","","","","","","","1","Any time you have a problem that you simply cannot figure out,"
"1.5.4.1","","","","","","","2","you can send a message to Feedback (use &quot;FEEDBACK&quot; as"
"1.5.4.1","","","","","","","3","the name or FEED.MDC as the ident).  The message will be sent"
"1.5.4.1","","","","","","","4","via the AUGMENT Mail system, or the Journal.  Within 24 hours"
"1.5.4.1","","","","","","","5","during the work week, you should receive a response.  Feedback"
"1.5.4.1","","","","","","","6","can also be contacted for such things as setting up new"
"1.5.4.1","","","","","","","7","directories, deleting old ones, and other special requests.  In"
"1.5.4.1","","","","","","","8","fact, you are welcome to send almost any question at all"
"1.5.4.1","","","","","","","9","concerning the system to Feedback, and even if you do not find"
"1.5.4.1","","","","","","","10","out exactly what you need to know, Feedback may at least point"
"1.5.4.1","","","","","","","11","you in the right direction."
"1.6","6","0182","THOM","Thu 7 Aug 1980 06:01:21 GMT+00:00","2","1","",""
"1.6","","","","","","","1","Intermediate editing"
"1.6.1","6a","0184","THOM","Thu 20 Dec 1979 02:24:13 GMT+00:00","3","1","",""
"1.6.1","","","","","","","1","Verbs"
"1.6.1.1","6a1","0185","THOM","Thu 20 Dec 1979 02:24:17 GMT+00:00","4","1","",""
"1.6.1.1","","","","","","","1","Copy"
"1.6.1.1.1","6a1a","0246","ROSE","Mon 12 Jan 1981 07:42:10 GMT+00:00","5","7","",""
"1.6.1.1.1","","","","","","","1","The Copy verb does just what you think.  It copies an object to"
"1.6.1.1.1","","","","","","","2","somewhere else.  The objects that can be copied include all of"
"1.6.1.1.1","","","","","","","3","the ones you have used before, such as Character, Word, Text,"
"1.6.1.1.1","","","","","","","4","Statement, Branch, etc.  As with the commands Insert, Move, and"
"1.6.1.1.1","","","","","","","5","so on, the Copy command copies a character to follow a"
"1.6.1.1.1","","","","","","","6","character, a word to follow a word, a statement to follow a"
